mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Pedal_Gardez la Ped. jusqu'à   <sym>keyboardPedalUp</sym>	TextLine	TextLine_ra	TextLine_len
189	189	612	612	0.2	1/4	1/4	Chord	6/8	1	1	1/20			1/16	4/5	2096																				
189	189	3061/5	3061/5	0.2	3/10	3/10	Chord	6/8	1	1	1/20			1/16	4/5	2097																				
189	189	3062/5	3062/5	0.2	7/20	7/20	Chord	6/8	1	1	1/20			1/16	4/5	2098																				
189	189	3063/5	3063/5	0.2	2/5	2/5	Chord	6/8	1	1	1/20			1/16	4/5	2099																				
189	189	3064/5	3064/5	0.2	9/20	9/20	Chord	6/8	1	1	1/20			1/16	4/5	2100																				
189	189	613	613	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	2101																				
189	189	2453/4	2453/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	2102																				
189	189	1227/2	1227/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	2103																				
189	189	2455/4	2455/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2104																				
189	189	611	611	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2105																				
189	189	612	612	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2106																				
189	189	613	613	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2107																				
189	189	1227/2	1227/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2108																				
189	189	1223/2	1223/2	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	2109																				
189	189	612	612	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	2110																				
190	190	614	614	0.0	0	0	Dynamic	6/8	1	1	0						p																			
190	190	614	614	0.0	0	0	Spanner	6/8	1	1	0																	38								
190	190	614	614	0.2	0	0	Chord	6/8	1	1	1/20			1/16	4/5	2111												38								
190	190	3071/5	3071/5	0.2	1/20	1/20	Chord	6/8	1	1	1/20			1/16	4/5	2112												38								
190	190	3072/5	3072/5	0.2	1/10	1/10	Chord	6/8	1	1	1/20			1/16	4/5	2113												38								
190	190	3073/5	3073/5	0.2	3/20	3/20	Chord	6/8	1	1	1/20			1/16	4/5	2114												38								
190	190	3074/5	3074/5	0.2	1/5	1/5	Chord	6/8	1	1	1/20			1/16	4/5	2115												38								
190	190	615	615	0.0	1/4	1/4	Spanner	6/8	1	1	0																									
190	190	615	615	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	2116																				
190	190	2461/4	2461/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	2117																				
190	190	1231/2	1231/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	2118																				
190	190	2463/4	2463/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	2119																				
190	190	616	616	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	2120																				
190	190	2465/4	2465/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	2121																				
190	190	1233/2	1233/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	2122																				
190	190	2467/4	2467/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2123																				
190	190	614	614	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2124																				
190	190	615	615	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2125																				
190	190	1231/2	1231/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2126																				
190	190	616	616	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2127																				
190	190	1233/2	1233/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2128																				
191	191	617	617	0.0	0	0	Dynamic	6/8	1	1	0						pp																			
191	191	617	617	0.16666666666666666	0	0	Chord	6/8	1	1	1/24			1/16	2/3	2129									122											
191	191	3703/6	3703/6	0.0	1/24	1/24	Spanner	6/8	1	1	0														122			39								
191	191	3703/6	3703/6	0.16666666666666666	1/24	1/24	Chord	6/8	1	1	1/24			1/16	2/3	2130									122			39								
191	191	1852/3	1852/3	0.16666666666666666	1/12	1/12	Chord	6/8	1	1	1/24			1/16	2/3	2131												39								
191	191	1235/2	1235/2	0.0	1/8	1/8	Spanner	6/8	1	1	0																	39			12					
191	191	1235/2	1235/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2132		articStaccatoAbove										39			12					
191	191	618	618	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24			1/16	2/3	2133									123			39			12					
191	191	3709/6	3709/6	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24			1/16	2/3	2134									123			39			12					
191	191	1855/3	1855/3	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24			1/16	2/3	2135									123			39			12					
191	191	1237/2	1237/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2136		articStaccatoAbove										39			12					
191	191	619	619	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2137		articStaccatoAbove										39			12					
191	191	1239/2	1239/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2138		articStaccatoAbove										39			12					
191	191	620	620	0.5	3/4	3/4	Chord	6/8	1	1	1/8			1/8	1	2139		articStaccatoAbove										39			12					
191	191	617	617	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2140									124											
191	191	1235/2	1235/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2141																				
191	191	618	618	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	2142																				
191	191	2473/4	2473/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	2143																				
191	191	1237/2	1237/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2144																				
191	191	619	619	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2145																				
191	191	1239/2	1239/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2146																				
191	191	2479/4	2479/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2147																				
191	191	620	620	0.25	3/4	3/4	Chord	6/8	2	1	1/16			1/16	1	2148																				
191	191	2481/4	2481/4	0.25	13/16	13/16	Chord	6/8	2	1	1/16			1/16	1	2149																				
192	192	1241/2	1241/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2150		articStaccatoAbove										39			12					
192	192	621	621	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2151									125			39			12					
192	192	3727/6	3727/6	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2152									125			39			12					
192	192	1864/3	1864/3	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	2153									125			39			12					
192	192	1243/2	1243/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2154		articStaccatoAbove										39			12					
192	192	622	622	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2155		articStaccatoAbove										39			12					
192	192	1245/2	1245/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2156		articStaccatoAbove										39			12					
192	192	623	623	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2157		articStaccatoAbove										39			12					
192	192	1241/2	1241/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2158																				
192	192	621	621	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2159																				
192	192	2485/4	2485/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2160																				
192	192	1243/2	1243/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2161																				
192	192	622	622	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2162																				
192	192	1245/2	1245/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2163																				
192	192	2491/4	2491/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2164																				
192	192	623	623	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2165																				
192	192	2493/4	2493/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2166																				
193	193	1247/2	1247/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2167		articStaccatoAbove										39			12					
193	193	624	624	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2168									126			39			12					
193	193	3745/6	3745/6	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2169									126			39			12					
193	193	1873/3	1873/3	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	2170									126			39			12					
193	193	1249/2	1249/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2171		articStaccatoAbove										39			12					
193	193	625	625	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2172		articStaccatoAbove										39			12					
193	193	1251/2	1251/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2173		articStaccatoAbove										39			12					
193	193	626	626	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2174		articStaccatoAbove										39			12					
193	193	1247/2	1247/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2175																				
193	193	624	624	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2176																				
193	193	2497/4	2497/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2177																				
193	193	1249/2	1249/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2178																				
193	193	625	625	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2179																				
193	193	1251/2	1251/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2180																				
193	193	2503/4	2503/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2181																				
193	193	626	626	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2182																				
193	193	2505/4	2505/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2183																				
194	194	1253/2	1253/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2184												39			12					
194	194	627	627	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2185									127			39			12					
194	194	3763/6	3763/6	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2186									127			39			12					
194	194	1882/3	1882/3	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	2187									127			39			12					
194	194	1255/2	1255/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2188		articStaccatoAbove										39			12					
194	194	628	628	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2189		articStaccatoAbove										39			12					
194	194	1257/2	1257/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2190		articStaccatoAbove										39			12					
194	194	629	629	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2191		articStaccatoAbove										39			12					
194	194	1253/2	1253/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2192																				
194	194	627	627	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2193																				
194	194	2509/4	2509/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2194																				
194	194	1255/2	1255/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2195																				
194	194	628	628	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2196																				
194	194	1257/2	1257/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2197																				
194	194	2515/4	2515/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2198																				
194	194	629	629	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2199																				
194	194	2517/4	2517/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	2200																				
195	195	1259/2	1259/2	0.0	0	0	Dynamic	6/8	1	1	0						ff																			
195	195	1259/2	1259/2	0.0	0	0	Spanner	6/8	1	1	0																									
195	195	1259/2	1259/2	0.0	0	0	Spanner	6/8	1	1	0																									
195	195	1259/2	1259/2	0.0	0	0	Spanner	6/8	1	1	0																			6						
195	195	1259/2	1259/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2201														6						
195	195	630	630	0.0	1/8	1/8	Spanner	6/8	1	1	0																									
195	195	631	631	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2202		articAccentAbove																		
195	195	631	631	0.0	3/8	3/8	Spanner	6/8	1	2	0																41									
195	195	631	631	0.5	3/8	3/8	Chord	6/8	1	2	1/8			1/8	1	2203									128		41									
195	195	1263/2	1263/2	0.0	1/2	1/2	Spanner	6/8	1	2	0																									
195	195	1263/2	1263/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8			1/8	1	2204																				
195	195	632	632	0.0	5/8	5/8	StaffText	6/8	1	2	0								sec																	
195	195	632	632	0.25	5/8	5/8	Chord	6/8	1	2	1/16			1/16	1	2205																				
195	195	630	630	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2206		articAccentAbove																		
195	195	632	632	0.0	5/8	5/8	Spanner	6/8	2	1	0																				13					
195	195	1265/2	1265/2	0.0	3/4	3/4	Spanner	6/8	2	1	0																									
195	195	630	630	0.0	1/8	1/8	Spanner	6/8	2	2	0																42									
195	195	630	630	0.5	1/8	1/8	Chord	6/8	2	2	1/8			1/8	1	2207									129		42									
195	195	1261/2	1261/2	0.0	1/4	1/4	Spanner	6/8	2	2	0																									
195	195	1261/2	1261/2	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	2208																				
195	195	632	632	0.25	5/8	5/8	Chord	6/8	2	2	1/16			1/16	1	2209																				
196	196	2531/4	2531/4	0.0	0	0	Dynamic	6/8	1	1	0						pp																			
196	196	2531/4	2531/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2210		articStaccatoBelow																		
196	196	2535/4	2535/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2211		articStaccatoBelow																		
196	196	2539/4	2539/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2212		articStaccatoBelow																		
196	196	2541/4	2541/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2213		articStaccatoBelow																		
196	196	2533/4	2533/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2214		articStaccatoBelow																		
196	196	2537/4	2537/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2215		articStaccatoBelow																		
197	197	2543/4	2543/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2216		articStaccatoBelow																		
197	197	2547/4	2547/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2217		articStaccatoBelow																		
197	197	2549/4	2549/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2218		articStaccatoBelow																		
197	197	2551/4	2551/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2219		articStaccatoBelow																		
197	197	2553/4	2553/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2220		articStaccatoBelow																		
197	197	2545/4	2545/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2221		articStaccatoBelow																		
197	197	2549/4	2549/4	0.0	3/8	3/8	Spanner	6/8	2	1	0																		2							
197	197	2549/4	2549/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2222		articAccentStaccatoBelow											2							
197	197	2551/4	2551/4	0.0	1/2	1/2	Spanner	6/8	2	1	0																									
198	198	2555/4	2555/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2223		articStaccatoBelow																		
198	198	2559/4	2559/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2224		articStaccatoBelow																		
198	198	2563/4	2563/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2225		articStaccatoBelow																		
198	198	2565/4	2565/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2226		articStaccatoBelow																		
198	198	2557/4	2557/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2227		articStaccatoBelow																		
198	198	2561/4	2561/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2228		articStaccatoBelow																		
199	199	2567/4	2567/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2229		articStaccatoBelow																		
199	199	2571/4	2571/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2230		articStaccatoBelow																		
199	199	2573/4	2573/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2231		articStaccatoBelow																		
199	199	2575/4	2575/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2232		articStaccatoBelow																		
199	199	2577/4	2577/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2233		articStaccatoBelow																		
199	199	2569/4	2569/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2234		articStaccatoBelow																		
199	199	2573/4	2573/4	0.0	3/8	3/8	Spanner	6/8	2	1	0																		3							
199	199	2573/4	2573/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2235		articAccentStaccatoBelow											3							
199	199	2575/4	2575/4	0.0	1/2	1/2	Spanner	6/8	2	1	0																									
200	200	2579/4	2579/4	0.0	0	0	StaffText	6/8	1	1	0								expressif																	
200	200	2579/4	2579/4	0.0	0	0	StaffText	6/8	1	1	0								cédez très peu																	
200	200	2579/4	2579/4	0.0	0	0	Dynamic	6/8	1	1	0						pp																			
200	200	2579/4	2579/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2236																				
200	200	2581/4	2581/4	0.0	1/8	1/8	Spanner	6/8	1	1	0																	40								
200	200	2581/4	2581/4	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2237									130			40								
200	200	7745/12	7745/12	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2238									130			40								
200	200	7747/12	7747/12	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	2239									130			40								
200	200	2583/4	2583/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2240									130			40								
200	200	2585/4	2585/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2241									130			40								
200	200	2587/4	2587/4	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	2242												40								
200	200	2579/4	2579/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2243																				
200	200	2581/4	2581/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2244																				
200	200	2583/4	2583/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2245																				
200	200	2585/4	2585/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2246																				
200	200	2587/4	2587/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2247																				
200	200	2589/4	2589/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2248																				
201	201	2591/4	2591/4	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics																			
201	201	2591/4	2591/4	0.0	0	0	Spanner	6/8	1	1	0																									
201	201	2591/4	2591/4	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	2249									131											
201	201	1297/2	1297/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	2250									131											
201	201	2595/4	2595/4	0.0	1/4	1/4	Spanner	6/8	1	1	0														131		43									
201	201	2595/4	2595/4	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	2251									131		43									
201	201	649	649	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	2252									131		43									
201	201	2597/4	2597/4	0.16666666666666666	3/8	3/8	Chord	6/8	1	1	1/24			1/16	2/3	2253									131		43									
201	201	7793/12	7793/12	0.16666666666666666	5/12	5/12	Chord	6/8	1	1	1/24			1/16	2/3	2254									131		43									
201	201	7795/12	7795/12	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	2255									131		43									
201	201	2599/4	2599/4	0.16666666666666666	1/2	1/2	Chord	6/8	1	1	1/24			1/16	2/3	2256									131		43									
201	201	7799/12	7799/12	0.16666666666666666	13/24	13/24	Chord	6/8	1	1	1/24			1/16	2/3	2257									131		43									
201	201	7801/12	7801/12	0.16666666666666666	7/12	7/12	Chord	6/8	1	1	1/24			1/16	2/3	2258											43									
201	201	2601/4	2601/4	0.0	5/8	5/8	Spanner	6/8	1	1	0																									
201	201	2591/4	2591/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2259																				
201	201	2593/4	2593/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2260																				
201	201	2595/4	2595/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2261																				
201	201	2597/4	2597/4	0.0	3/8	3/8	Spanner	6/8	2	1	0																		4							
201	201	2597/4	2597/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2262													4							
201	201	2599/4	2599/4	0.0	1/2	1/2	Spanner	6/8	2	1	0																									
201	201	2599/4	2599/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2263																				
201	201	2601/4	2601/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2264																				
202	202	2603/4	2603/4	0.0	0	0	Dynamic	6/8	1	1	0						pp																			
202	202	2603/4	2603/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2265																				
202	202	2607/4	2607/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2266																				
202	202	2611/4	2611/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2267																				
202	202	2613/4	2613/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2268																				
202	202	2603/4	2603/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2269																				
202	202	2605/4	2605/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2270																				
202	202	2607/4	2607/4	2.0	1/4	1/4	Chord	6/8	2	1	1/2			1/2	1	2271																				
202	202	2609/4	2609/4	0.0	3/8	3/8	StaffText	6/8	2	2	0								très marqué																	
202	202	2609/4	2609/4	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	2272		articAccentAbove																		
203	203	2615/4	2615/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2273																				
203	203	2619/4	2619/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2274																				
203	203	2621/4	2621/4	0.0	3/8	3/8	Spanner	6/8	1	1	0																				14					
203	203	2621/4	2621/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2275															14					
203	203	2623/4	2623/4	0.0	1/2	1/2	Spanner	6/8	1	1	0																									
203	203	2623/4	2623/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2276																				
203	203	2625/4	2625/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2277																				
203	203	2615/4	2615/4	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	2278																				
203	203	2615/4	2615/4	0.3	0	0	Chord	6/8	2	2	3/40			1/16	6/5	2279																				
203	203	13081/20	13081/20	0.3	3/40	3/40	Chord	6/8	2	2	3/40			1/16	6/5	2280		articAccentAbove																		
203	203	13087/20	13087/20	0.3	3/20	3/20	Chord	6/8	2	2	3/40			1/16	6/5	2281		articAccentAbove																		
203	203	13093/20	13093/20	0.3	9/40	9/40	Chord	6/8	2	2	3/40			1/16	6/5	2282		articAccentAbove																		
203	203	13099/20	13099/20	0.3	3/10	3/10	Chord	6/8	2	2	3/40			1/16	6/5	2283		articAccentAbove																		
203	203	2621/4	2621/4	0.75	3/8	3/8	Chord	6/8	2	2	3/16			1/8	3/2	2284		articAccentAbove							132											
203	203	656	656	0.75	9/16	9/16	Chord	6/8	2	2	3/16			1/8	3/2	2285		articAccentStaccatoAbove																		
204	204	2629/4	2629/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2286																				
204	204	2631/4	2631/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2287																				
204	204	2635/4	2635/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2288																				
204	204	2637/4	2637/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2289																				
204	204	2627/4	2627/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2290																				
204	204	2629/4	2629/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2291																				
204	204	2631/4	2631/4	2.0	1/4	1/4	Chord	6/8	2	1	1/2			1/2	1	2292																				
204	204	2631/4	2631/4	0.5	1/4	1/4	Chord	6/8	2	2	1/8			1/8	1	2293		articAccentAbove																		
204	204	2633/4	2633/4	0.5	3/8	3/8	Chord	6/8	2	2	1/8			1/8	1	2294		articAccentAbove																		
204	204	2635/4	2635/4	0.5	1/2	1/2	Chord	6/8	2	2	1/8			1/8	1	2295		articAccentAbove																		
204	204	2637/4	2637/4	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	2296		articAccentAbove																		
205	205	2641/4	2641/4	0.0	1/8	1/8	Spanner	6/8	1	1	0																	41								
205	205	2641/4	2641/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2297												41								
205	205	2643/4	2643/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2298												41								
205	205	2647/4	2647/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2299												41								
205	205	2649/4	2649/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2300												41								
205	205	2639/4	2639/4	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	2301																				
205	205	2639/4	2639/4	0.75	0	0	Chord	6/8	2	2	3/16			1/4	3/4	2302		articAccentAbove							133											
205	205	1321/2	1321/2	0.75	3/16	3/16	Chord	6/8	2	2	3/16			1/4	3/4	2303		articAccentAbove							133											
205	205	2645/4	2645/4	0.75	3/8	3/8	Chord	6/8	2	2	3/16			1/4	3/4	2304		articAccentAbove							133											
205	205	662	662	0.75	9/16	9/16	Chord	6/8	2	2	3/16			1/4	3/4	2305		articAccentAbove																		
206	206	2651/4	2651/4	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics																			
206	206	2651/4	2651/4	0.0	0	0	Spanner	6/8	1	1	0																									
206	206	2651/4	2651/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2306		articStaccatoAbove																		
206	206	2655/4	2655/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2307		articStaccatoAbove																		
206	206	2659/4	2659/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2308		articStaccatoAbove																		
206	206	2661/4	2661/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2309		articStaccatoAbove																		
206	206	2651/4	2651/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2310																				
