mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	TextLine	TextLine_rall.
10	10	69/2	69/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	240							24										
10	10	139/4	139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	241							24										
10	10	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	242							24										
10	10	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	243							24										
10	10	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	244							24										
10	10	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	245																	
10	10	32	32	0.0	0	0	Spanner	4/4	2	1	0																						
10	10	32	32	0.0	0	0	Spanner	4/4	2	1	0													18	18								
10	10	32	32	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	246							25	18	18								
10	10	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	247								18	18								
10	10	33	33	0.0	1/4	1/4	Spanner	4/4	2	1	0																						
10	10	33	33	0.0	1/4	1/4	Spanner	4/4	2	1	0													19	19								
10	10	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	248							26	19	19								
10	10	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	249								19	19								
10	10	34	34	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
10	10	34	34	0.0	1/2	1/2	Spanner	4/4	2	1	0													20	20								
10	10	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	250		articStaccatoBelow						20	20								
10	10	69/2	69/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4			1/4	1	251		articAccentBelow						20	20								
10	10	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	252		articStaccatoBelow						20	20								
11	11	145/4	145/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	253							27										
11	11	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	254							27										
11	11	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	255																	
11	11	297/8	297/8	0.0	9/32	9/32	Spanner	4/4	1	1	0																1						
11	11	297/8	297/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32			1/32	1	256							28				1						
11	11	149/4	149/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32			1/32	1	257							28				1						
11	11	299/8	299/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32			1/32	1	258							28				1						
11	11	75/2	75/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	259							28				1						
11	11	301/8	301/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	260							28				1						
11	11	151/4	151/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	261							28				1						
11	11	303/8	303/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	262											1						
11	11	38	38	0.0	1/2	1/2	Spanner	4/4	1	1	0																						
11	11	229/6	229/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	263							29										
11	11	115/3	115/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	264							29										
11	11	77/2	77/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24			1/16	2/3	265							29										
11	11	116/3	116/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	266							29										
11	11	233/6	233/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	267																	
11	11	39	39	0.125	3/4	3/4	Chord	4/4	1	1	1/32			1/32	1	268							30										
11	11	313/8	313/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32			1/32	1	269							30										
11	11	157/4	157/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32			1/32	1	270							30										
11	11	315/8	315/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	271							30										
11	11	79/2	79/2	0.0	7/8	7/8	Spanner	4/4	1	1	0												30				2						
11	11	79/2	79/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	272							30				2						
11	11	317/8	317/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	273							30				2						
11	11	159/4	159/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	274							30				2						
11	11	319/8	319/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	275											2						
11	11	36	36	0.0	0	0	Spanner	4/4	2	1	0																						
11	11	36	36	0.0	0	0	Spanner	4/4	2	1	0													21	21								
11	11	36	36	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	276								21	21								
11	11	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	277								21	21								
11	11	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	278								21	21								
11	11	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	279								21	21								
11	11	38	38	0.0	1/2	1/2	Spanner	4/4	2	1	0																						
11	11	38	38	0.0	1/2	1/2	Spanner	4/4	2	1	0													22	22								
11	11	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	280							31	22	22								
11	11	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	281							31	22	22								
11	11	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	282							31	22	22								
11	11	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	283								22	22								
12	12	40	40	0.0	0	0	Spanner	1/4	1	1	0																						
12	12	161/4	161/4	0.25	1/16	1/16	Chord	1/4	1	1	1/16			1/16	1	284							32										
12	12	81/2	81/2	0.25	1/8	1/8	Chord	1/4	1	1	1/16			1/16	1	285							32										
12	12	163/4	163/4	0.25	3/16	3/16	Chord	1/4	1	1	1/16			1/16	1	286																	
12	12	40	40	0.0	0	0	Spanner	1/4	2	1	0																						
12	12	40	40	0.0	0	0	Spanner	1/4	2	1	0													23	23								
12	12	40	40	0.5	0	0	Chord	1/4	2	1	1/8			1/8	1	287								23	23								
12	12	81/2	81/2	0.5	1/8	1/8	Chord	1/4	2	1	1/8			1/8	1	288								23	23								
13	13	41	41	0.0	0	0	Spanner	4/4	1	1	0																				0		
13	13	41	41	0.0	0	0	Spanner	4/4	1	1	0																3				0		
13	13	329/8	329/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32			1/32	1	289							33				3				0		
13	13	165/4	165/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32			1/32	1	290							33				3				0		
13	13	331/8	331/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32			1/32	1	291							33				3				0		
13	13	83/2	83/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32			1/32	1	292							33				3				0		
13	13	333/8	333/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32			1/32	1	293							33				3				0		
13	13	167/4	167/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	294							33				3				0		
13	13	335/8	335/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	295											3				0		
13	13	169/4	169/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	296							34				3				0		
13	13	85/2	85/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	297							34				3				0		
13	13	171/4	171/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	298											3				0		
13	13	345/8	345/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32			1/32	1	299							35				3				0		
13	13	173/4	173/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32			1/32	1	300							35				3				0		
13	13	347/8	347/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32			1/32	1	301							35				3				0		
13	13	87/2	87/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32			1/32	1	302							35				3				0		
13	13	349/8	349/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32			1/32	1	303							35				3				0		
13	13	175/4	175/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32			1/32	1	304							35				3				0		
13	13	351/8	351/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32			1/32	1	305											3				0		
13	13	177/4	177/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	306							36				3				0		
13	13	89/2	89/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	307							36				3				0		
13	13	179/4	179/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	308											3				0		
13	13	41	41	0.0	0	0	Spanner	4/4	2	1	0																						
13	13	41	41	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	309							37										
13	13	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	310																	
13	13	42	42	0.0	1/4	1/4	Spanner	4/4	2	1	0													24	24								
13	13	42	42	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	311								24	24								
13	13	85/2	85/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	312								24	24								
13	13	43	43	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	313							38	24	24								
13	13	87/2	87/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																						
13	13	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	314																	
13	13	44	44	0.0	3/4	3/4	Spanner	4/4	2	1	0													25	25								
13	13	44	44	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	315								25	25								
13	13	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	316								25	25								
14	14	45	45	0.0	0	0	Spanner	4/4	1	1	0																3						
14	14	361/8	361/8	0.0	1/32	1/32	Dynamic	4/4	1	1	0						ff										3						
14	14	361/8	361/8	0.0	1/32	1/32	Spanner	4/4	1	1	0																3			1			
14	14	361/8	361/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32			1/32	1	317							39				3			1			
14	14	181/4	181/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32			1/32	1	318							39				3			1			
14	14	363/8	363/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32			1/32	1	319							39				3			1			
14	14	91/2	91/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32			1/32	1	320							39				3			1			
14	14	365/8	365/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32			1/32	1	321							39				3			1			
14	14	183/4	183/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	322							39				3			1			
14	14	367/8	367/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	323											3			1			
14	14	369/8	369/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32			1/32	1	324							40				3			1			
14	14	185/4	185/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32			1/32	1	325							40				3			1			
14	14	371/8	371/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32			1/32	1	326							40				3			1			
14	14	93/2	93/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	327							40				3			1			
14	14	373/8	373/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	328							40				3			1			
14	14	187/4	187/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	329							40				3			1			
14	14	375/8	375/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	330											3			1			
14	14	47	47	0.0	1/2	1/2	Spanner	4/4	1	1	0																			1			
14	14	377/8	377/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32			1/32	1	331							41							1			
14	14	189/4	189/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32			1/32	1	332							41							1			
14	14	379/8	379/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32			1/32	1	333							41							1			
14	14	95/2	95/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32			1/32	1	334							41							1			
14	14	381/8	381/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32			1/32	1	335							41							1			
14	14	191/4	191/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32			1/32	1	336							41							1			
14	14	383/8	383/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32			1/32	1	337														1			
14	14	385/8	385/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32			1/32	1	338							42							1			
14	14	193/4	193/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32			1/32	1	339							42							1			
14	14	387/8	387/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	340							42							1			
14	14	97/2	97/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	341							42							1			
14	14	389/8	389/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	342							42							1			
14	14	195/4	195/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	343							42							1			
14	14	391/8	391/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	344														1			
14	14	45	45	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	345							43	25	25								
14	14	91/2	91/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																						
14	14	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	346																	
14	14	46	46	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	347							44										
14	14	93/2	93/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	348																	
14	14	47	47	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	349							45										
14	14	95/2	95/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	350																	
14	14	48	48	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	351							46										
14	14	97/2	97/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	352																	
15	15	49	49	0.0	0	0	Spanner	4/4	1	1	0																						
15	15	295/6	295/6	0.0	1/24	1/24	Dynamic	4/4	1	1	0						f																
15	15	295/6	295/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	353							47										
15	15	148/3	148/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	354																	
15	15	149/3	149/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	355							48										
15	15	299/6	299/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	356																	
15	15	301/6	301/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	357							49										
15	15	151/3	151/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	358																	
15	15	152/3	152/3	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24			1/16	2/3	359							50										
15	15	305/6	305/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24			1/16	2/3	360																	
15	15	307/6	307/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24			1/16	2/3	361							51										
15	15	154/3	154/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24			1/16	2/3	362																	
15	15	155/3	155/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24			1/16	2/3	363							52										
15	15	311/6	311/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24			1/16	2/3	364																	
15	15	313/6	313/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24			1/16	2/3	365							53										
15	15	157/3	157/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24			1/16	2/3	366																	
15	15	158/3	158/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24			1/16	2/3	367							54										
15	15	317/6	317/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24			1/16	2/3	368																	
15	15	49	49	0.0	0	0	Spanner	4/4	2	1	0													26	26								
15	15	99/2	99/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	369		articStaccatissimoBelow					55	26	26								
15	15	50	50	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	370		articStaccatissimoBelow					55	26	26								
15	15	101/2	101/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	371		articStaccatissimoBelow					55	26	26								
15	15	51	51	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	372		articStaccatissimoBelow					55	26	26								
15	15	103/2	103/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	373		articStaccatissimoBelow					55	26	26								
15	15	52	52	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	374		articStaccatissimoBelow					55	26	26								
15	15	105/2	105/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	375		articStaccatissimoBelow					55	26	26								
15	15	49	49	4.0	0	0	Chord	4/4	2	2	1			1	1	376								26	26								
16	16	53	53	0.0	0	0	Spanner	4/4	1	1	0																			2			
16	16	425/8	425/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32			1/32	1	377							56							2			
16	16	213/4	213/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32			1/32	1	378							56							2			
16	16	427/8	427/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32			1/32	1	379							56							2			
16	16	107/2	107/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32			1/32	1	380							56							2			
16	16	429/8	429/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32			1/32	1	381							56							2			
16	16	215/4	215/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	382							56							2			
16	16	431/8	431/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	383														2			
16	16	433/8	433/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32			1/32	1	384							57							2			
16	16	217/4	217/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32			1/32	1	385							57							2			
16	16	435/8	435/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32			1/32	1	386							57							2			
16	16	109/2	109/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	387							57							2			
16	16	437/8	437/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	388							57							2			
16	16	219/4	219/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	389							57							2			
16	16	439/8	439/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	390														2			
16	16	441/8	441/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32			1/32	1	391							58							2			
16	16	221/4	221/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32			1/32	1	392							58							2			
16	16	443/8	443/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32			1/32	1	393							58							2			
16	16	111/2	111/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32			1/32	1	394							58							2			
16	16	445/8	445/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32			1/32	1	395							58							2			
16	16	223/4	223/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32			1/32	1	396							58							2			
16	16	447/8	447/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32			1/32	1	397														2			
16	16	449/8	449/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32			1/32	1	398							59							2			
16	16	225/4	225/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32			1/32	1	399							59							2			
16	16	451/8	451/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	400							59							2			
16	16	113/2	113/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	401							59							2			
16	16	453/8	453/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	402							59							2			
16	16	227/4	227/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	403							59							2			
16	16	455/8	455/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	404														2			
16	16	53	53	0.0	0	0	Spanner	4/4	2	1	0																						
16	16	53	53	0.0	0	0	Spanner	4/4	2	1	0													27	27								
16	16	53	53	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	405								27	27								
16	16	107/2	107/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	406		articStaccatissimoAbove						27	27								
16	16	54	54	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	407		articStaccatissimoAbove						27	27								
16	16	109/2	109/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	408		articStaccatissimoAbove						27	27								
16	16	55	55	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	409		articStaccatissimoAbove						27	27								
16	16	111/2	111/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	410		articStaccatissimoAbove						27	27								
16	16	56	56	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	411		articStaccatissimoAbove						27	27								
16	16	113/2	113/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	412		articStaccatissimoAbove						27	27								
17	17	57	57	0.0	0	0	Spanner	2/4	1	1	0																						
17	17	457/8	457/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	413							60										
17	17	229/4	229/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	414							60										
17	17	459/8	459/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	415																	
17	17	461/8	461/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	416							61										
17	17	231/4	231/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	417							61										
17	17	463/8	463/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	418																	
17	17	465/8	465/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	419							62										
17	17	233/4	233/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	420							62										
17	17	467/8	467/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	421																	
17	17	469/8	469/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	422							63										
17	17	235/4	235/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	423							63										
17	17	471/8	471/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	424																	
17	17	57	57	0.0	0	0	Spanner	2/4	2	1	0																						
17	17	57	57	0.0	0	0	Spanner	2/4	2	1	0													28	28								
17	17	57	57	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	425		articStaccatissimoAbove					64	28	28								
17	17	115/2	115/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	426		articStaccatissimoAbove					64	28	28								
17	17	58	58	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	427		articStaccatissimoAbove					64	28	28								
17	17	117/2	117/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	428		articStaccatissimoAbove						28	28								
18	18	473/8	473/8	0.0	1/32	1/32	Dynamic	4/4	1	1	0						mf																
18	18	473/8	473/8	0.0	1/32	1/32	Spanner	4/4	1	1	0																			3			
18	18	473/8	473/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32			1/32	1	429							65							3			
18	18	237/4	237/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32			1/32	1	430							65							3			
18	18	475/8	475/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32			1/32	1	431														3			
18	18	477/8	477/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32			1/32	1	432							66							3			
18	18	239/4	239/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	433							66							3			
18	18	479/8	479/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	434														3			
18	18	481/8	481/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32			1/32	1	435							67							3			
18	18	241/4	241/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32			1/32	1	436							67							3			
18	18	483/8	483/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32			1/32	1	437														3			
18	18	485/8	485/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	438							68							3			
18	18	243/4	243/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	439							68							3			
18	18	487/8	487/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	440														3			
18	18	489/8	489/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32			1/32	1	441							69							3			
18	18	245/4	245/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32			1/32	1	442							69							3			
18	18	491/8	491/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32			1/32	1	443														3			
18	18	493/8	493/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32			1/32	1	444							70							3			
18	18	247/4	247/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32			1/32	1	445							70							3			
18	18	495/8	495/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32			1/32	1	446														3			
18	18	497/8	497/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32			1/32	1	447							71							3			
18	18	249/4	249/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32			1/32	1	448							71							3			
18	18	499/8	499/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	449														3			
18	18	501/8	501/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32			1/32	1	450							72							3			
18	18	251/4	251/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32			1/32	1	451							72							3			
18	18	503/8	503/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32			1/32	1	452														3			
18	18	63	63	0.0	1	1	Spanner	4/4	1	1	0																						
18	18	59	59	0.0	0	0	Spanner	4/4	2	1	0																						
18	18	59	59	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	453																	
18	18	119/2	119/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	454																	
18	18	60	60	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	455																	
18	18	121/2	121/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	456																	
18	18	61	61	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	457																	
18	18	123/2	123/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	458																	
18	18	62	62	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	459																	
18	18	125/2	125/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	460																	
18	18	63	63	0.0	1	1	StaffText	4/4	2	1	0								<i>rapido</i>														
18	18	63	63	0.0	1	1	Spanner	4/4	2	1	0													29	29								
18	18	63	63	0.041666666666666664	1	1	Chord	4/4	2	1	1/96			1/64	2/3	461							73	29	29								
18	18	1513/24	1513/24	0.041666666666666664	97/96	97/96	Chord	4/4	2	1	1/96			1/64	2/3	462							73	29	29								
18	18	757/12	757/12	0.041666666666666664	49/48	49/48	Chord	4/4	2	1	1/96			1/64	2/3	463							73	29	29								
18	18	505/8	505/8	0.041666666666666664	33/32	33/32	Chord	4/4	2	1	1/96			1/64	2/3	464							73	29	29								
18	18	379/6	379/6	0.041666666666666664	25/24	25/24	Chord	4/4	2	1	1/96			1/64	2/3	465							73	29	29								
18	18	1517/24	1517/24	0.041666666666666664	101/96	101/96	Chord	4/4	2	1	1/96			1/64	2/3	466								29	29								
